title                    	T3s	C3s	A3s	G3s	CAI	CBI	Fop	Nc	GC3s	GC	Lsym	Laa	Gravy	Aromo	
YGL090W                  	0.4444	0.1797	0.4371	0.2683	0.134	0.025	0.435	50.52	0.324	0.375	407	421	-0.766271	0.052257	
YGL091C                  	0.4068	0.2129	0.4280	0.2127	0.124	0.027	0.417	58.26	0.328	0.428	314	328	-0.125915	0.051829	
YGL092W                  	0.4457	0.1936	0.4229	0.2102	0.134	0.041	0.425	49.52	0.309	0.381	1287	1317	-0.462642	0.086560	
YGL093W                  	0.4157	0.2209	0.4112	0.2697	0.118	-0.022	0.405	55.67	0.361	0.390	886	917	-0.742203	0.066521	
YGL094C                  	0.4141	0.2391	0.4315	0.2022	0.142	0.045	0.437	50.65	0.335	0.375	1085	1115	-0.393991	0.101345	
YGL095C                  	0.4334	0.1986	0.4434	0.2500	0.146	0.019	0.432	49.89	0.325	0.354	563	577	-0.456152	0.086655	
YGL096W                  	0.4234	0.2297	0.4067	0.2074	0.103	0.030	0.428	52.36	0.335	0.399	269	276	-0.718478	0.079710	
YGL097W                  	0.4125	0.2794	0.3707	0.2104	0.204	0.194	0.514	48.02	0.380	0.443	463	482	-0.435685	0.078838	
YGL098W                  	0.4231	0.1868	0.4225	0.2816	0.138	0.058	0.444	49.94	0.347	0.381	239	245	-0.524490	0.093878	
YGL099W                  	0.4660	0.1876	0.4304	0.2185	0.205	0.172	0.501	43.68	0.305	0.389	623	640	-0.715938	0.081250	
YGL100W                  	0.4604	0.2158	0.4167	0.1667	0.143	0.019	0.407	51.44	0.298	0.414	332	349	-0.456733	0.085960	
YGL101W                  	0.4684	0.2089	0.4145	0.2612	0.184	0.134	0.502	49.12	0.332	0.372	205	215	-0.584186	0.088372	
YGL102C                  	0.3675	0.4188	0.2887	0.1290	0.186	0.202	0.538	36.81	0.462	0.434	132	142	0.070422	0.119718	
YGL103W                  	0.4224	0.3276	0.3043	0.1981	0.705	0.760	0.853	29.43	0.413	0.447	143	149	-0.614765	0.080537	
YGL104C                  	0.3786	0.2330	0.3443	0.2763	0.120	0.070	0.452	52.70	0.390	0.397	462	486	0.516461	0.109053	
YGL105W                  	0.4197	0.2993	0.3586	0.2418	0.388	0.432	0.668	40.61	0.403	0.424	367	376	-0.606117	0.063830	
YGL106W                  	0.2155	0.4483	0.3158	0.3238	0.217	0.328	0.605	47.47	0.585	0.470	147	149	-0.399329	0.067114	
YGL107C                  	0.3837	0.2403	0.4035	0.2850	0.141	0.090	0.466	52.80	0.387	0.383	626	646	-0.409907	0.111455	
YGL108C                  	0.4023	0.1954	0.4034	0.3077	0.126	-0.032	0.390	49.06	0.390	0.421	136	140	-1.482857	0.021429	
YGL109W                  	0.5581	0.1860	0.3038	0.2133	0.114	-0.036	0.356	42.53	0.308	0.421	104	107	-0.497196	0.121495	
YGL110C                  	0.4406	0.1685	0.4565	0.2488	0.140	0.020	0.413	52.60	0.307	0.370	605	624	-0.681090	0.075321	
YGL111W                  	0.4046	0.2308	0.4209	0.2348	0.127	-0.013	0.401	52.55	0.352	0.393	449	463	-0.371058	0.075594	
YGL112C                  	0.4265	0.1687	0.4425	0.2283	0.147	0.079	0.453	50.26	0.303	0.380	508	516	-0.212403	0.077519	
YGL113W                  	0.3521	0.2451	0.4786	0.2122	0.118	-0.007	0.399	53.43	0.347	0.377	654	668	-0.746108	0.073353	
YGL114W                  	0.3659	0.2293	0.3723	0.2469	0.098	0.027	0.414	54.63	0.377	0.423	693	725	0.386345	0.106207	
YGL115W                  	0.4023	0.2444	0.3607	0.2488	0.160	0.137	0.490	54.62	0.379	0.388	314	322	-0.006211	0.071429	
YGL116W                  	0.4064	0.2093	0.4399	0.1820	0.140	0.071	0.444	48.47	0.308	0.404	588	610	-0.526066	0.067213	
YGL117W                  	0.3981	0.2454	0.4167	0.2821	0.134	0.009	0.434	55.49	0.376	0.370	258	265	-0.311698	0.086792	
YGL118C                  	0.3670	0.1651	0.5347	0.2283	0.106	-0.068	0.368	53.62	0.293	0.354	133	145	0.010345	0.124138	
YGL119W                  	0.4256	0.1567	0.4271	0.2605	0.128	0.031	0.412	46.72	0.319	0.382	480	501	-0.369261	0.081836	
YGL120C                  	0.4211	0.2399	0.4048	0.2160	0.206	0.218	0.531	47.46	0.347	0.410	746	767	-0.471186	0.082138	
YGL121C                  	0.3636	0.2424	0.3978	0.2556	0.149	0.143	0.475	55.39	0.392	0.421	120	126	-0.434127	0.103175	
YGL122C                  	0.4651	0.1964	0.4339	0.2178	0.160	0.164	0.499	50.43	0.310	0.437	513	525	-0.802857	0.051429	
YGL123CA                	0.4219	0.1875	0.2931	0.2727	0.087	-0.026	0.352	46.26	0.380	0.439	 71	 76	0.401316	0.078947	
YGL123W                  	0.3922	0.3333	0.2936	0.1841	0.801	0.856	0.912	27.19	0.422	0.461	249	254	-0.281496	0.055118	
YGL124C                  	0.3899	0.1969	0.4295	0.2988	0.113	-0.003	0.403	51.84	0.364	0.371	626	644	-0.336957	0.094720	
YGL125W                  	0.3202	0.4137	0.2374	0.3315	0.221	0.299	0.588	48.20	0.558	0.460	573	600	-0.338333	0.101667	
YGL126W                  	0.2315	0.3395	0.2708	0.3615	0.066	0.014	0.381	55.16	0.576	0.554	354	380	0.188947	0.113158	
YGL127C                  	0.2234	0.3936	0.3371	0.3827	0.097	0.064	0.445	61.00	0.571	0.465	119	127	-0.281102	0.125984	
YGL128C                  	0.2887	0.3724	0.4115	0.2500	0.136	0.092	0.470	54.22	0.470	0.416	279	283	-0.585159	0.091873	
YGL129C                  	0.3731	0.2461	0.4329	0.2387	0.147	0.078	0.460	51.57	0.366	0.365	476	488	-0.326434	0.096311	
YGL130W                  	0.4229	0.1886	0.4242	0.2707	0.137	0.019	0.410	51.43	0.344	0.401	439	459	-0.556209	0.093682	
YGL131C                  	0.4497	0.2207	0.4487	0.2287	0.131	-0.013	0.416	51.63	0.323	0.367	1354	1403	-0.656807	0.107627	
YGL132W                  	0.3409	0.1591	0.4831	0.2436	0.072	-0.066	0.368	52.70	0.311	0.390	106	111	0.101802	0.099099	
YGL133W                  	0.4213	0.2223	0.4614	0.2205	0.146	0.052	0.444	52.23	0.325	0.378	1224	1264	-0.767326	0.076741	
YGL134W                  	0.4012	0.2267	0.4140	0.2680	0.121	-0.031	0.392	57.47	0.368	0.391	424	433	-0.443880	0.071594	
YGL135W                  	0.3697	0.3879	0.2147	0.3226	0.832	0.864	0.919	26.26	0.543	0.419	210	217	-0.270046	0.073733	
YGL136C                  	0.4457	0.2248	0.3874	0.2500	0.142	0.050	0.440	52.96	0.350	0.389	309	320	-0.610937	0.103125	
YGL137W                  	0.4567	0.2383	0.4064	0.1735	0.208	0.189	0.519	46.18	0.318	0.405	861	889	-0.382227	0.107987	
YGL138C                  	0.4330	0.2261	0.4573	0.2657	0.124	-0.064	0.398	50.52	0.341	0.342	334	345	-0.598261	0.139130	
YGL139W                  	0.4024	0.2414	0.4179	0.1932	0.142	0.085	0.457	49.92	0.339	0.387	763	802	0.102868	0.133416	
YGL140C                  	0.4406	0.1891	0.3812	0.2590	0.124	0.049	0.434	51.75	0.337	0.390	1174	1219	-0.094914	0.105824	
YGL141W                  	0.4030	0.2327	0.4248	0.2538	0.154	0.058	0.438	52.46	0.361	0.367	884	910	-0.352747	0.115385	
YGL142C                  	0.3973	0.2074	0.4352	0.2423	0.109	-0.007	0.393	52.20	0.338	0.374	591	616	0.204059	0.181818	
YGL143C                  	0.3962	0.2201	0.3909	0.2590	0.137	0.104	0.460	52.51	0.369	0.415	404	413	-0.585230	0.070218	
YGL144C                  	0.4507	0.1934	0.4008	0.2528	0.131	0.040	0.440	51.91	0.329	0.384	666	685	-0.301460	0.102190	
YGL145W                  	0.4037	0.2220	0.4458	0.2701	0.162	0.066	0.459	50.32	0.354	0.345	684	701	-0.345934	0.099857	
YGL146C                  	0.3477	0.2383	0.3246	0.3610	0.078	-0.039	0.383	55.61	0.453	0.421	298	311	-0.054984	0.080386	
YGL147C                  	0.3816	0.4539	0.2345	0.2109	0.771	0.801	0.888	28.38	0.511	0.419	188	191	-0.258639	0.068063	
YGL148W                  	0.3531	0.3696	0.2823	0.2333	0.323	0.461	0.677	40.30	0.479	0.478	365	376	-0.377926	0.066489	
YGL149W                  	0.4211	0.2737	0.3000	0.1818	0.086	0.013	0.374	58.49	0.384	0.406	 99	101	1.115842	0.207921	
YGL150C                  	0.4500	0.2511	0.3781	0.2676	0.192	0.147	0.503	49.39	0.374	0.387	1434	1489	-0.887374	0.071189	
YGL151W                  	0.4138	0.2271	0.4495	0.2173	0.145	0.022	0.431	50.94	0.330	0.350	1110	1132	-0.191696	0.096290	
YGL152C                  	0.3301	0.2136	0.3743	0.2667	0.091	0.036	0.407	56.98	0.389	0.401	216	225	0.946222	0.088889	
YGL153W                  	0.3866	0.2815	0.4138	0.2458	0.138	0.012	0.428	49.97	0.385	0.409	325	341	-0.734018	0.055718	
YGL154C                  	0.3909	0.2500	0.4021	0.2529	0.135	0.051	0.445	47.03	0.376	0.390	263	272	0.073162	0.121324	
YGL155W                  	0.3903	0.2419	0.4542	0.2284	0.111	-0.048	0.377	55.90	0.353	0.395	363	376	-0.230319	0.111702	
YGL156W                  	0.4722	0.2213	0.3845	0.2275	0.176	0.097	0.471	49.04	0.333	0.388	1038	1083	-0.500092	0.120960	
YGL157W                  	0.4461	0.2751	0.3930	0.1822	0.206	0.159	0.515	50.17	0.346	0.397	338	347	-0.177234	0.089337	
YGL158W                  	0.3504	0.3114	0.4492	0.2081	0.149	0.036	0.438	55.41	0.392	0.403	498	512	-0.469922	0.107422	
YGL159W                  	0.4358	0.2365	0.3970	0.2445	0.170	0.109	0.485	48.18	0.349	0.346	361	370	-0.067838	0.067568	
YGL160W                  	0.3971	0.2305	0.3837	0.2824	0.125	0.053	0.443	52.33	0.376	0.364	558	570	-0.040351	0.129825	
YGL161C                  	0.3740	0.2748	0.2925	0.3511	0.117	0.061	0.450	54.01	0.463	0.424	298	310	-0.173871	0.116129	
YGL162W                  	0.4055	0.2480	0.3074	0.2745	0.134	0.085	0.454	51.48	0.406	0.425	293	299	-0.385619	0.053512	
YGL163C                  	0.4054	0.2232	0.4006	0.2598	0.155	0.124	0.474	51.55	0.364	0.406	872	898	-0.576169	0.065702	
YGL164C                  	0.3656	0.2250	0.4457	0.2974	0.119	0.020	0.431	51.36	0.377	0.386	432	440	-0.730909	0.063636	
YGL165C                  	0.3455	0.2303	0.3955	0.2683	0.070	-0.104	0.326	54.24	0.392	0.424	181	192	0.231250	0.135417	
YGL166W                  	0.3564	0.2713	0.3533	0.2756	0.117	0.110	0.459	59.87	0.427	0.476	220	225	-0.667111	0.022222	
YGL167C                  	0.4585	0.2228	0.3900	0.1693	0.196	0.171	0.509	45.53	0.307	0.381	915	950	0.018526	0.062105	
YGL168W                  	0.3483	0.2022	0.5195	0.2308	0.064	-0.267	0.288	47.95	0.317	0.324	104	110	0.420909	0.127273	
YGL169W                  	0.4553	0.1508	0.4083	0.2098	0.113	0.013	0.401	48.66	0.282	0.399	419	426	-0.140610	0.056338	
YGL170C                  	0.4327	0.2083	0.5177	0.1955	0.149	0.042	0.435	49.29	0.294	0.358	398	413	-0.975303	0.106538	
YGL171W                  	0.4473	0.1756	0.4282	0.2533	0.171	0.124	0.492	45.53	0.312	0.369	551	564	-0.422163	0.058511	
YGL172W                  	0.4041	0.2302	0.3846	0.2265	0.099	-0.031	0.372	50.35	0.359	0.431	465	472	-0.406780	0.063559	
YGL173C                  	0.4764	0.2137	0.3843	0.2441	0.194	0.137	0.492	45.59	0.336	0.376	1479	1528	-0.601767	0.098168	
YGL174W                  	0.3533	0.2391	0.4634	0.2917	0.107	-0.052	0.392	57.84	0.385	0.401	260	266	-1.195865	0.067669	
YGL175C                  	0.3962	0.2308	0.4444	0.2754	0.133	0.034	0.429	53.02	0.368	0.388	340	345	-0.904638	0.081159	
YGL176C                  	0.4356	0.2289	0.4354	0.1989	0.125	0.005	0.419	55.05	0.321	0.368	542	554	-0.394404	0.110108	
YGL177W                  	0.5222	0.2000	0.3333	0.2533	0.118	-0.059	0.369	52.20	0.333	0.359	111	115	-0.366087	0.147826	
YGL178W                  	0.4784	0.2392	0.3759	0.1879	0.172	0.103	0.476	49.27	0.324	0.362	836	859	-0.365309	0.081490	
YGL179C                  	0.3750	0.2171	0.4375	0.2214	0.104	-0.022	0.381	51.06	0.343	0.399	548	560	-0.302857	0.076786	
YGL180W                  	0.4077	0.1874	0.4653	0.2451	0.139	0.041	0.426	48.95	0.322	0.372	875	897	-0.472352	0.080268	
YGL181W                  	0.4346	0.2157	0.3846	0.2701	0.111	0.012	0.402	50.10	0.366	0.444	383	396	-0.862626	0.095960	
YGL182C                  	0.3864	0.2614	0.3506	0.2985	0.098	-0.009	0.394	58.26	0.413	0.380	104	107	-0.150467	0.121495	
YGL183C                  	0.3597	0.2446	0.4912	0.3108	0.122	-0.087	0.402	58.55	0.374	0.346	214	219	-0.781279	0.091324	
YGL184C                  	0.3979	0.2584	0.3501	0.2548	0.131	0.059	0.438	52.81	0.398	0.415	452	465	-0.201290	0.070968	
YGL185C                  	0.3597	0.2376	0.4659	0.2362	0.132	0.055	0.434	53.30	0.356	0.404	371	379	-0.330079	0.089710	
YGL186C                  	0.3897	0.2351	0.3972	0.1947	0.120	0.049	0.431	53.05	0.345	0.407	545	579	0.402418	0.141623	
YGL187C                  	0.4921	0.2143	0.3782	0.1429	0.285	0.299	0.573	45.93	0.287	0.415	150	155	-0.397419	0.064516	
YGL188C                  	0.5581	0.2326	0.4474	0.1290	0.200	0.100	0.509	34.20	0.255	0.298	 55	 57	-0.284211	0.157895	
YGL188CA                	0.4062	0.1875	0.5152	0.2903	0.180	0.121	0.489	*****	0.333	0.333	 45	 46	-1.021739	0.043478	
YGL189C                  	0.3542	0.3750	0.3441	0.1724	0.781	0.792	0.872	27.05	0.436	0.445	117	119	-0.867227	0.042017	
YGL190C                  	0.4507	0.2230	0.4507	0.2013	0.131	-0.036	0.403	48.51	0.311	0.356	511	526	-0.669582	0.095057	
YGL191W                  	0.4330	0.2268	0.4138	0.2410	0.212	0.131	0.483	46.91	0.350	0.424	120	129	-0.620930	0.124031	
YGL192W                  	0.4139	0.2353	0.3925	0.2943	0.132	0.010	0.423	55.19	0.382	0.397	579	600	-0.538667	0.098333	
YGL193C                  	0.4286	0.2308	0.4143	0.1562	0.092	-0.037	0.364	57.01	0.313	0.398	 99	103	-0.037864	0.145631	
YGL194C                  	0.3883	0.2367	0.5115	0.1775	0.123	-0.008	0.405	51.39	0.314	0.382	440	452	-0.389159	0.108407	
YGL194CA                	0.4098	0.1967	0.4286	0.2391	0.119	0.000	0.417	46.13	0.319	0.350	 72	 80	0.315000	0.137500	
YGL195W                  	0.4540	0.2026	0.3798	0.2173	0.189	0.182	0.510	47.36	0.323	0.386	2620	2672	0.044087	0.071856	
YGL196W                  	0.4302	0.2180	0.4075	0.2107	0.135	0.064	0.442	51.50	0.332	0.393	416	428	-0.179439	0.086449	
YGL197W                  	0.3932	0.2244	0.4172	0.2286	0.125	0.044	0.423	51.50	0.351	0.401	1447	1487	-0.624681	0.082717	
YGL198W                  	0.2611	0.2906	0.2472	0.4214	0.074	-0.001	0.386	57.39	0.565	0.498	223	235	0.521277	0.102128	
YGL199C                  	0.2443	0.3817	0.2917	0.2768	0.084	-0.009	0.372	55.29	0.547	0.502	148	156	-0.015385	0.051282	
YGL200C                  	0.3372	0.3663	0.2639	0.3106	0.223	0.318	0.600	52.11	0.520	0.443	200	203	-0.219704	0.133005	
YGL201C                  	0.4695	0.1732	0.4127	0.2014	0.172	0.139	0.485	46.50	0.288	0.401	989	1017	-0.497640	0.065880	
YGL202W                  	0.4439	0.2818	0.3360	0.2059	0.269	0.295	0.578	45.61	0.377	0.419	486	500	-0.366400	0.110000	
YGL203C                  	0.4536	0.2644	0.3827	0.2455	0.151	0.013	0.430	54.44	0.369	0.396	705	729	-0.757339	0.090535	
YGL204C                  	0.4419	0.1512	0.4615	0.1127	0.087	-0.074	0.326	43.52	0.221	0.353	 95	101	0.742574	0.128713	
YGL205W                  	0.4424	0.2253	0.3473	0.2530	0.162	0.097	0.463	50.04	0.365	0.403	724	748	-0.245187	0.098930	
YGL206C                  	0.4280	0.2602	0.4126	0.1931	0.266	0.281	0.577	43.06	0.341	0.374	1618	1653	-0.166788	0.091349	
YGL207W                  	0.4759	0.2203	0.4246	0.2052	0.211	0.152	0.505	46.66	0.311	0.372	1012	1035	-0.648116	0.095652	
YGL208W                  	0.3889	0.2623	0.3428	0.2761	0.114	0.001	0.408	57.20	0.415	0.454	402	415	-0.826024	0.060241	
YGL209W                  	0.3864	0.2727	0.3800	0.2028	0.136	0.084	0.449	52.90	0.377	0.446	374	382	-0.714136	0.049738	
YGL210W                  	0.3258	0.3202	0.4250	0.2192	0.152	0.118	0.484	52.11	0.414	0.420	215	222	-0.457658	0.085586	
YGL211W                  	0.3586	0.2793	0.3271	0.3130	0.115	0.054	0.431	54.75	0.451	0.441	350	359	-0.206407	0.075209	
YGL212W                  	0.3291	0.2447	0.3827	0.3304	0.111	0.072	0.433	59.66	0.439	0.456	305	316	-0.929114	0.053797	
YGL213C                  	0.4769	0.1969	0.4199	0.1641	0.170	0.051	0.432	47.02	0.282	0.388	380	397	-0.266499	0.098237	
YGL214W                  	0.4030	0.1493	0.5500	0.1532	0.111	-0.033	0.376	37.82	0.236	0.374	157	162	-0.237037	0.074074	
YGL215W                  	0.4987	0.2306	0.3433	0.2198	0.157	0.105	0.476	49.41	0.336	0.378	435	452	-0.489159	0.141593	
YGL216W                  	0.3307	0.2649	0.3964	0.2829	0.118	0.047	0.435	56.02	0.418	0.419	780	805	-0.461615	0.054658	
YGL217C                  	0.3684	0.2526	0.3511	0.1765	0.080	0.026	0.393	61.00	0.364	0.413	107	113	0.539823	0.053097	
YGL218W                  	0.2707	0.2928	0.3861	0.2878	0.128	0.121	0.473	58.42	0.458	0.398	203	216	0.532870	0.083333	
YGL219C                  	0.3370	0.2603	0.3937	0.2935	0.118	0.037	0.437	53.34	0.417	0.402	446	459	-0.466013	0.074074	
YGL220W                  	0.3690	0.2619	0.3587	0.3494	0.103	-0.049	0.409	61.00	0.443	0.436	115	120	-0.519167	0.100000	
YGL221C                  	0.3652	0.3522	0.3458	0.1940	0.182	0.218	0.540	51.02	0.432	0.450	278	288	-0.184028	0.076389	
YGL222C                  	0.4255	0.2766	0.3438	0.2358	0.132	0.068	0.430	52.28	0.395	0.415	172	175	-1.273143	0.045714	
YGL223C                  	0.3899	0.2530	0.3966	0.2948	0.166	0.070	0.461	55.36	0.398	0.365	412	417	-0.411751	0.081535	
YGL224C                  	0.3772	0.2237	0.4315	0.2881	0.146	0.064	0.447	52.64	0.374	0.385	273	280	-0.222143	0.089286	
YGL225W                  	0.4602	0.2803	0.2276	0.2248	0.318	0.425	0.655	40.25	0.408	0.401	319	337	0.655193	0.127596	
YGL226CA                	0.3784	0.3514	0.3538	0.1356	0.241	0.261	0.565	46.77	0.400	0.376	 85	 86	0.672093	0.174419	
YGL226W                  	0.3152	0.1957	0.4615	0.2941	0.070	-0.031	0.368	55.90	0.377	0.439	114	123	-0.528455	0.130081	
YGL227W                  	0.4656	0.2179	0.4104	0.2263	0.170	0.089	0.465	49.84	0.327	0.373	931	958	-0.703549	0.084551	
YGL228W                  	0.4043	0.2919	0.3613	0.2926	0.174	0.130	0.508	53.68	0.422	0.402	561	577	-0.640035	0.093588	
YGL229C                  	0.4714	0.2396	0.3905	0.2448	0.166	0.047	0.451	52.56	0.345	0.360	792	818	-0.412958	0.101467	
YGL230C                  	0.4464	0.2321	0.4851	0.1685	0.157	0.004	0.429	45.37	0.293	0.340	140	147	-0.197279	0.129252	
YGL231C                  	0.3957	0.2230	0.5070	0.1339	0.139	0.099	0.469	53.74	0.274	0.377	175	190	-0.267368	0.105263	
YGL232W                  	0.4483	0.2167	0.4762	0.2462	0.171	0.034	0.449	51.68	0.325	0.354	283	289	-0.860900	0.079585	
YGL233W                  	0.4205	0.2031	0.4626	0.2370	0.154	0.046	0.445	48.13	0.319	0.341	879	910	-0.237143	0.098901	
YGL234W                  	0.4343	0.2821	0.3145	0.1834	0.258	0.328	0.597	43.83	0.376	0.449	779	802	0.005611	0.067332	
YGL235W                  	0.2662	0.3117	0.3162	0.2812	0.124	0.230	0.518	56.01	0.500	0.500	168	178	0.316854	0.067416	
YGL236C                  	0.3093	0.3204	0.3276	0.2918	0.121	0.124	0.471	57.18	0.478	0.471	650	669	-0.205381	0.067265	
YGL237C                  	0.3770	0.1832	0.4558	0.2560	0.117	0.043	0.419	53.28	0.341	0.449	258	265	-1.051321	0.052830	
YGL238W                  	0.4432	0.1967	0.4151	0.2242	0.188	0.133	0.494	43.72	0.313	0.347	936	960	0.051771	0.097917	
YGL239C                  	0.4000	0.2333	0.3867	0.2394	0.089	-0.130	0.311	59.52	0.369	0.381	103	104	0.326923	0.086538	
YGL240W                  	0.3831	0.2289	0.3313	0.3974	0.106	-0.039	0.387	53.91	0.445	0.433	238	250	-0.365200	0.096000	
YGL241W                  	0.4167	0.2020	0.4598	0.2207	0.142	0.033	0.438	51.06	0.313	0.358	980	1004	-0.014442	0.081673	
YGL242C                  	0.5000	0.1875	0.3889	0.2586	0.197	0.146	0.494	43.41	0.320	0.405	178	181	-0.813260	0.033149	
YGL243W                  	0.4088	0.1918	0.4570	0.2548	0.118	-0.034	0.387	53.36	0.326	0.375	390	400	-0.476250	0.080000	
YGL244W                  	0.4536	0.2577	0.4190	0.2577	0.198	0.123	0.485	46.15	0.368	0.394	544	558	-1.351971	0.087814	
YGL245W                  	0.4471	0.3120	0.3366	0.2022	0.461	0.478	0.694	36.74	0.388	0.402	680	708	-0.458192	0.088983	
YGL246C                  	0.4572	0.1513	0.4472	0.2674	0.137	0.045	0.438	50.39	0.302	0.367	381	387	-0.462532	0.105943	
YGL247W                  	0.4304	0.1772	0.4345	0.2400	0.090	-0.043	0.381	54.94	0.307	0.379	189	197	-0.060406	0.111675	
YGL248W                  	0.3574	0.2474	0.4373	0.2510	0.123	0.081	0.457	54.53	0.374	0.403	361	369	-0.296206	0.086721	
YGL249W                  	0.4373	0.2255	0.4731	0.2282	0.142	-0.013	0.422	52.80	0.321	0.343	677	704	-0.537784	0.106534	
YGL250W                  	0.3904	0.2674	0.3706	0.3121	0.152	0.062	0.460	58.79	0.421	0.408	235	241	-0.587552	0.078838	
YGL251C                  	0.4141	0.1957	0.4835	0.2152	0.118	-0.025	0.402	50.67	0.303	0.361	1159	1187	-0.418534	0.085088	
YGL252C                  	0.4852	0.1582	0.4280	0.1655	0.142	0.092	0.457	47.53	0.251	0.393	573	588	-0.211395	0.079932	
YGL253W                  	0.4658	0.3184	0.3161	0.1682	0.643	0.674	0.808	30.64	0.375	0.418	469	486	-0.328395	0.090535	
YGL254W                  	0.4093	0.2616	0.4306	0.2161	0.139	0.040	0.435	51.41	0.360	0.417	292	299	-0.842809	0.083612	
YGL255W                  	0.4630	0.2623	0.3162	0.1486	0.255	0.316	0.589	39.81	0.341	0.419	358	376	0.285904	0.138298	
YGL256W                  	0.5097	0.3052	0.2778	0.1577	0.568	0.601	0.763	33.14	0.363	0.419	372	382	-0.093194	0.062827	
YGL257C                  	0.4485	0.1876	0.4194	0.2751	0.114	-0.053	0.388	55.95	0.331	0.368	538	558	-0.239785	0.129032	
YGL258W                  	0.5055	0.3077	0.2534	0.1185	0.365	0.449	0.677	34.24	0.358	0.424	201	206	0.171359	0.116505	
YGL258WA                	0.3770	0.2459	0.4561	0.2000	0.102	-0.038	0.392	53.90	0.338	0.381	 74	 77	-0.057143	0.103896	
YGL259W                  	0.4085	0.1972	0.3651	0.2281	0.109	0.035	0.430	55.14	0.342	0.396	158	165	0.200606	0.078788	
YGL260W                  	0.4219	0.2031	0.3673	0.2955	0.078	-0.155	0.310	61.00	0.366	0.399	 71	 76	0.303947	0.144737	
YGL261C                  	0.3107	0.4757	0.2737	0.0920	0.580	0.667	0.800	29.98	0.496	0.494	115	120	0.254167	0.091667	
YGL262W                  	0.4526	0.1752	0.4000	0.2736	0.088	-0.133	0.342	61.00	0.329	0.381	161	175	-0.298286	0.120000	
