ORF	Length	RPF	mRNA	TE	IP	FEatg	FEcap	cRPF	cTE	uATG	utr	gc	pE	Ai	S
YDR261C	562	52.99	87.4	0.60629290617849	0.000791783910576727	-7	-11.1	7.59067138370423	0.0868497869989043	0	32	0.40625	0.000816041086367606	5.8856530741527	0.184728258792862
YDR262W	272	55.76	81.42	0.684844018668632	0.000801581170148005	0	-5.4	8.11786180769593	0.0997035348525661	0	12	0.416666666666667	0.000839625224929603	5.48295049539488	0.177062443960531
YDR264C	764	84.46	169.93	0.497028188077444	0.000622398780298828	-1.1	-6.7	12.6259539878467	0.0743009120687737	0	98	0.357142857142857	0.000669423478609342	11.4433527104207	0.294632653013979
YDR265W	337	8.5	24.53	0.34651447207501	0.000403180030947911	-4.3	-7.7	1.23286950463916	0.0502596618279315	0	45	0.377777777777778	0.000420742400634354	1.6518886717273	0.026731523281663
YDR266C	639	49.28	69.24	0.711727325245523	0.000960503176593094	-1.7	-8.07	7.1260905451723	0.102918696492956	0	138	0.355072463768116	0.00099930606840978	4.66273019284133	0.179211329887071
YDR267C	330	42.35	29.23	1.44885391720835	0.00206725013343772	-0.5	-7.1	5.67893447975098	0.194284450213855	0	72	0.388888888888889	0.00199446102613372	1.9683940429918	0.150995584723882
YDR268W	379	21.4	31.04	0.689432989690722	0.000841135694216202	-0.6	-6.2	2.90738119677681	0.0936656313394592	0	69	0.376811594202899	0.000822192193765608	2.09028228171281	0.0661005297996476
YDR270W	1004	20.77	34.8	0.59683908045977	0.000753445636557016	-3.2	NA	2.85201131842537	0.0819543482306141	NA	NA	NA	0.000744364670820286	2.34348657872441	0.0670926390670753
YDR272W	274	169.83	101.66	1.67056856187291	0.00235480512231499	0	-4.38	23.5878549901047	0.232026903306165	0	58	0.396551724137931	0.00235314177338914	6.84594383888287	0.619595247136588
YDR273W	365	2.73	5.26	0.519011406844107	0.000695211135529952	0	NA	0.384891050701445	0.0731732035554078	NA	NA	NA	0.000705197831368337	0.354216649542828	0.00960741588816003
YDR275W	235	4.16	41.68	0.0998080614203455	0.000114975610667569	-2.2	NA	0.537729422888011	0.0129013777084456	NA	NA	NA	0.000106928943729222	2.80679656900097	0.0115433766302337
YDR276C	55	1211.82	670.22	1.80809286502939	0.00313712967652928	0	-2.9	111.234524959901	0.165967182357884	0	42	0.380952380952381	0.00207182486898534	45.1336659423183	3.59650198183738
YDR277C	433	8.35	12.16	0.686677631578947	0.000770406579876194	-2.7	NA	1.16481462365343	0.095790676287289	NA	NA	NA	0.000773231261901243	0.818873471186462	0.0243530218254984
YDR279W	350	23.97	33.89	0.707288285629979	0.000884495060143564	-2	NA	3.38130075550656	0.0997728166275174	NA	NA	NA	0.000897698007755909	2.28220575152214	0.0787973675550193
YDR280W	305	81.68	64.38	1.26871699285492	0.00162780079166265	0	-2.6	10.950538877717	0.170092247246303	0	56	0.392857142857143	0.0015701462264844	4.33545017064017	0.2618188740593
YDR281C	104	70.71	65.78	1.0749467923381	0.00101474643959338	-1.6	NA	8.39507858416005	0.12762357227364	NA	NA	NA	0.000866803281697833	4.42972836633598	0.147680887883462
YDR282C	414	11.74	17.71	0.662902315076228	0.000776110438984278	-1.2	-12	1.5952735556929	0.090077558198357	0	8	0.625	0.00075876916949476	1.19261917555199	0.0348047177445043
YDR283C	1659	13.24	45.95	0.288139281828074	0.000372950989406355	0	NA	1.7613375763321	0.0383316121073363	NA	NA	NA	0.000356964856107054	3.09434506587319	0.042483555430192
YDR284C	289	67.14	69.99	0.959279897128161	0.00122733623472142	0	-8.9	9.2969650516972	0.132832762561755	0	290	0.386206896551724	0.00122276359386364	4.71323636910695	0.221660532362232
YDR285W	875	1.84	6.92	0.265895953757225	0.000329051879661303	-1.1	-6.7	0.25546520666111	0.0369169373787731	7	478	0.412133891213389	0.000328698251915383	0.466003653010717	0.00589133023580021
YDR286C	114	47.74	55.69	0.857245465972347	0.00106973978073266	-0.1	NA	5.36964419172833	0.0964202584257197	NA	NA	NA	0.000865685857920198	3.7502519416426	0.124866925750683
YDR287W	292	35.3	38.26	0.922634605331939	0.00116066946155033	0	-6.8	4.82307786956746	0.126060582058742	0	25	0.36	0.00114097783647653	2.57648840522977	0.113066006396382
YDR288W	303	17.75	39.47	0.449708639473017	0.000582520145611115	-0.9	NA	2.3300935024352	0.0590345452859184	NA	NA	NA	0.000550180283734064	2.65797170293829	0.0562447548338348
YDR289C	409	43.33	36.94	1.17298321602599	0.00158902813955569	-0.8	NA	6.06063415884255	0.164066977770508	NA	NA	NA	0.0015991163009943	2.4875975350023	0.1529983757129
YDR291W	1077	8.86	32.22	0.274984481688392	0.000362836268363402	-0.6	-8.3	1.33192573924725	0.0413384773199022	1	39	0.41025641025641	0.000392442527084541	2.16974533237071	0.0327500131294403
YDR292C	621	60.2	87.1	0.691159586681975	0.000915980312632255	-1.6	NA	8.50579083546965	0.0976554630937962	NA	NA	NA	0.000931158107722167	5.86545060364645	0.210063918654972
YDR293C	1250	67.82	133.51	0.507976930566999	0.000717244726111756	0	NA	8.50638694493591	0.0637134817237354	NA	NA	NA	0.000647252586471286	8.99077279096255	0.223819267051006
YDR294C	589	63.61	96.51	0.659102683659724	0.000943604160376697	-2.9	NA	9.23366926392696	0.0956757772658476	NA	NA	NA	0.000985502767696757	6.499134761859	0.246342895978702
YDR295C	674	20.93	31.62	0.661922833649589	0.00081832428179286	-0.9	-4	2.82457414788919	0.0893287206796075	0	175	0.382857142857143	0.00079456287932451	2.12934039135822	0.0650728781699833
YDR296W	226	79.67	73.61	1.08232577095503	0.00113746167137781	-0.6	-4.8	11.1274034361868	0.15116700769171	0	54	0.407407407407407	0.00114302273951943	4.95701284654897	0.217922246295977
YDR297W	349	117.81	140.03	0.841319717203456	0.00121746023136084	-2.3	-9.8	16.3060671574325	0.116446955348372	0	23	0.347826086956522	0.0012123860665672	9.4298398166316	0.439715630909415
YDR298C	212	220.44	173.88	1.26777087646653	0.00200910781692519	-3.5	NA	29.010351607433	0.166841221574839	NA	NA	NA	0.0019023258773746	11.7093519054196	0.856730889883277
YDR299W	534	77.01	62.12	1.23969735994849	0.00195069831049595	-0.5	NA	10.8715786639088	0.175009315259318	NA	NA	NA	0.00198132025433044	4.18325822615979	0.318783625099417
YDR300C	428	109.37	120.85	0.905006206040546	0.00133217275183155	-1.1	NA	14.7950184836346	0.12242464612027	NA	NA	NA	0.00129657286533379	8.13822853559901	0.405838703505492
YDR301W	1357	19.86	48.42	0.410161090458488	0.000547646310330294	-1.2	NA	3.21902314925432	0.0664812711535381	NA	NA	NA	0.000638651746063458	3.26067873970794	0.0800937757871719
YDR302W	219	61.36	48.99	1.25250051030823	0.00179324798656518	-0.9	-5.7	8.85784541663202	0.180809255289488	0	44	0.363636363636364	0.00186252529641216	3.2990634336698	0.236330349987629
YDR303C	885	32.3	69.62	0.463947141625969	0.000588160629500176	0	NA	5.13461926328145	0.0737520721528504	NA	NA	NA	0.000672698959238047	4.68831998881591	0.121301076040438
YDR304C	225	517	367.25	1.40776038121171	0.00230047730025018	-2.7	NA	71.1404680157791	0.193711281186601	NA	NA	NA	0.00227752529583274	24.7311909780615	2.16638127110021
YDR305C	217	36.93	42.86	0.861642557162856	0.00116251172188431	-5.6	NA	4.87188898817952	0.113669831735406	NA	NA	NA	0.00110340386015155	2.88625961965886	0.122488846374275
YDR306C	478	14.64	30.37	0.482054659203161	0.000584639157039108	0	NA	2.11074020793242	0.0695008300274094	NA	NA	NA	0.000606457942339136	2.04516343091553	0.0477040617715493
YDR307W	662	30.33	41.19	0.736343772760379	0.000938461603929917	0	-10.2	4.39715428108772	0.106752956569257	0	44	0.363636363636364	0.000978892236700874	2.77379920050743	0.104432711674762
YDR308C	140	86.96	73.82	1.17800054185857	0.00135778918027755	0	-0.2	10.8811781757025	0.147401492491229	1	42	0.380952380952381	0.00122238444958729	4.97115457590334	0.233717771156882
YDR309C	383	97.39	65.15	1.49485801995395	0.00170150713110245	-0.8	-5.4	14.2672981837584	0.218991530065363	0	51	0.411764705882353	0.00179341264630413	4.38730317827286	0.302624807810956
YDR310C	1062	22.32	61.5	0.362926829268293	0.000459693151902276	-2.7	NA	3.40319043039614	0.0553364297625388	NA	NA	NA	0.000504288631001184	4.14150645378022	0.0803274853792074
YDR311W	642	26.97	38.87	0.69385129920247	0.00101432037698039	-0.4	NA	3.82947006483677	0.0985199399237657	NA	NA	NA	0.00103621998702143	2.6175667619258	0.10432211523348
YDR313C	286	12.3	28.39	0.433251144769285	0.000464925204664459	0	-9.8	1.76181636743349	0.0620576388669775	1	20	0.3	0.000479134785319264	1.91182712557431	0.0352316492069075
YDR314C	692	3.35	17.57	0.190665907797382	0.000254093981005132	0	-6.4	0.480002560009351	0.0273194399550001	0	14	0.357142857142857	0.000261946262523503	1.18319135598241	0.0119204828288349
YDR315C	281	4.98	13.84	0.359826589595376	0.000460632375496141	-1.8	-12.3	0.691843838674089	0.049988716667203	0	2	1	0.000460417980934993	0.932007306021434	0.0165043431559635
YDR316W	471	14.49	22.67	0.639170710189678	0.000897992125748584	0	-13.9	2.14518028970743	0.0946263912530845	0	5	0.6	0.000956504512088733	1.52663335458858	0.0561627573834282
YDR317W	414	5.1	6.06	0.841584158415842	0.00104762826185581	-0.3	NA	0.725350944854117	0.119694875388468	NA	NA	NA	0.00107202346862537	0.408089904226148	0.0168262290245966
YDR318W	368	9.6	15.38	0.624187256176853	0.000788829619985775	-1.5	NA	1.31129425681255	0.085259704604197	NA	NA	NA	0.000775231155056597	1.03571332128682	0.0308814320911035
YDR319C	274	19.96	26.4	0.756060606060606	0.000911612531777654	0	-5.9	2.79771807568718	0.105974169533605	0	48	0.395833333333333	0.000919332853949885	1.77781740454956	0.06286176724332
YDR320C	668	33.93	40.37	0.840475600693584	0.00115668571324587	-0.9	NA	4.61140225987315	0.114228443395421	NA	NA	NA	0.00113105468234456	2.71857911445703	0.118263909105029
YDR320CA	72	118.24	117.57	1.0056987326699	0.000886101387272164	-0.4	-5.9	12.3333966521912	0.104902582735316	0	1	1	0.000664998669737597	7.9173481913974	0.202501000581871
YDR321W	381	358.17	315.96	1.13359285985568	0.00172915521767095	-2	-8.1	48.9486659894827	0.154920451922657	0	32	0.40625	0.00170021841244255	21.2772419371772	1.39138301952244
YDR322CA	96	205.64	73.31	2.80507434183604	0.00364544879392378	-2.5	-13.6	23.9244991647317	0.326347008112558	0	45	0.377777777777778	0.00305144357844661	4.93681037604273	0.579399935384006
YDR322W	367	47.24	47.2	1.00084745762712	0.00121220009970984	-1.5	-2.5	6.51466653254632	0.138022596028524	0	27	0.37037037037037	0.0012027509230546	3.17852202631587	0.147037319273107
YDR323C	515	5.55	14.24	0.389747191011236	0.00045967921241958	-2.3	NA	0.771364104335719	0.0541688275516657	NA	NA	NA	0.000459663890509686	0.958943933363094	0.0169535345842439
YDR324C	776	69.94	80.8	0.865594059405941	0.00124327123446863	-0.6	NA	10.3488719777635	0.128080098734697	NA	NA	NA	0.00132358657688158	5.44119872301531	0.27699606122801
YDR325W	1035	15.05	37.76	0.398569915254237	0.000487845537947447	-2.8	NA	2.20622089203367	0.0584274600644511	NA	NA	NA	0.000514533803642557	2.5428176210527	0.0503217547126755
YDR326C	1438	22.85	72.83	0.313744336125223	0.00040843761275197	-1.7	NA	3.370595162171	0.0462803125383907	NA	NA	NA	0.000433476142533514	4.90448642323273	0.0817683790711891
YDR328C	194	320.48	209.29	1.53127239715228	0.00201230752048796	0	NA	43.0469329045498	0.205680791746141	NA	NA	NA	0.00194470940179902	14.09391684084	1.05417586879058
YDR329C	441	30.59	42.52	0.719426152398871	0.000742913981241399	-0.4	-10.7	4.28785431728538	0.100843234178866	0	23	0.347826086956522	0.000749235174740223	2.86336348641845	0.0825127939265962
YDR330W	500	30.56	31.01	0.985488552079974	0.00132541249876002	-3.4	NA	4.29035396031928	0.138353884563666	NA	NA	NA	0.00133878216303541	2.08826203466219	0.10752799860576
YDR331W	411	57.51	66.82	0.860670457946723	0.00103638209269115	-2.3	NA	8.09496349158253	0.12114581699465	NA	NA	NA	0.00104956782632782	4.49976359742429	0.181646426843756
YDR332W	689	3.51	16.21	0.216533004318322	0.000270394354872523	-1.2	NA	0.53168486009695	0.032799806298393	NA	NA	NA	0.000294688969370179	1.09160682302077	0.0123724803705171
YDR333C	723	32.7	52.41	0.623926731539783	0.000813727695867955	0	-14.6	4.78854602887853	0.091367029743914	0	14	0.357142857142857	0.000857341987887039	3.52937159744099	0.116379940820851
YDR334W	1514	9.36	50.35	0.185898709036743	0.000231932142231443	0	NA	1.25638895486515	0.0249531073458818	NA	NA	NA	0.000223989820907933	3.39064796663144	0.0292104088772163
YDR335W	1224	41.66	83.67	0.497908449862555	0.000638686555026412	-5.9	NA	6.21533586027245	0.0742839232732455	NA	NA	NA	0.000685570611261944	5.63446902419172	0.148570245117369
YDR336W	314	8.23	24.14	0.34092792046396	0.000389553428150266	-1.7	-15.4	1.18441482730898	0.049064408753479	0	8	0.625	0.000403357478114338	1.62562546006918	0.0252195456127679
YDR337W	286	65.13	56.79	1.14685684099313	0.00154019541192604	-2	-6.5	9.13919058811815	0.160929575420288	0	68	0.382352941176471	0.00155496838465636	3.82432766683217	0.228719562095794
YDR338C	695	9.03	18.13	0.498069498069498	0.000610888800784094	0	-3.9	1.28859493162917	0.071075285804146	0	60	0.4	0.000627205580891731	1.22090263426074	0.0294521902282212
YDR339C	189	116.83	96.87	1.2060493444823	0.00165721603998326	0	NA	15.7655737568743	0.162749806512587	NA	NA	NA	0.00160899099762567	6.5233777264665	0.403694462922938
YDR341C	607	417.15	407.02	1.02488821188148	0.00185566571094272	-4.7	-8.5	58.8898806250627	0.144685471537179	0	22	0.363636363636364	0.00188480858422909	27.4093651515061	1.98697718176263
YDR346C	481	193.46	223.16	0.866911632909124	0.00142512128466926	-1.9	-13	26.608247447233	0.119233946259334	0	158	0.367088607594937	0.0014102496344386	15.0279443939121	0.815121272610699
YDR347W	321	54.72	100.42	0.544911372236606	0.00063268595487556	-1.5	NA	7.40193778199147	0.0737097966738844	NA	NA	NA	0.000615753114552314	6.76244029412373	0.160153602810798
YDR348C	499	60.8	59.77	1.01723272544755	0.00128293479470186	0	NA	8.8135744592837	0.14745816394987	NA	NA	NA	0.0013380494523146	4.02500554052754	0.207140633041004
YDR349C	596	28.17	71.26	0.395312938534942	0.000471295576546027	-0.5	NA	4.21370325944629	0.0591313957261618	NA	NA	NA	0.000507212031553428	4.79876016091672	0.0936149573137009
YDR350C	684	4.06	19.93	0.203712995484195	0.000232290577945463	-2.9	NA	0.605414400908183	0.0303770396843042	NA	NA	NA	0.000249216843052648	1.34211745729821	0.0128645490659118
YDR351W	864	20.92	39.08	0.535312180143296	0.000625645650873299	0	NA	3.42373135547437	0.0876082741933053	NA	NA	NA	0.000736691250894732	2.63170849128018	0.0745675623242877
YDR352W	317	36.93	45.49	0.81182677511541	0.000937291881466784	0	NA	4.67521471936506	0.102774559669489	NA	NA	NA	0.000853721446125988	3.06336794443028	0.100587035059039
YDR353W	319	866.77	523.01	1.65727232748896	0.0030651987714439	-0.8	NA	116.138154623559	0.222057235279553	NA	NA	NA	0.0029549407318968	35.2203136649039	4.00284382456177
YDR354W	380	59.04	74.99	0.787304973996533	0.000968192080414577	0	-3.3	8.63248972332391	0.115115211672542	0	127	0.354330708661417	0.00101852180073745	5.0499442108777	0.197826087357185
YDR356W	944	26.08	38.11	0.68433482025715	0.000882988996345706	-2.7	NA	4.00115090118835	0.104989527714205	NA	NA	NA	0.000974656800670967	2.56638716997665	0.09620564262971
YDR357C	122	47.58	77.86	0.611096840482918	0.000727970736126759	-4.3	NA	5.73195847019686	0.0736187833315805	NA	NA	NA	0.000630974198886123	5.24321451205411	0.127243579858901
YDR358W	557	30.3	26.15	1.15869980879541	0.00142779165671213	-2.8	NA	4.39471938102221	0.16805810252475	NA	NA	NA	0.00148995256590608	1.76098201246102	0.100914602614644
YDR359C	982	11.23	43.55	0.257864523536165	0.000300173465182324	0	NA	1.62819910766487	0.0373868911059672	NA	NA	NA	0.00031312600489331	2.93272530182323	0.0353197137388244
YDR361C	283	145.93	117.04	1.24683868762816	0.0017702855412348	-0.4	-6.6	19.5213427601197	0.166792060493162	0	35	0.4	0.00170383489665026	7.8816571601697	0.516501635112713
YDR362C	672	14.31	28.71	0.498432601880878	0.000600946431623084	-1.1	NA	2.01510685131268	0.0701883264128417	NA	NA	NA	0.000608854175383144	1.93337642744764	0.0452747811707248
YDR363W	456	13	26.44	0.491679273827534	0.000621109247689031	0	NA	1.84523298305202	0.0697894471653562	NA	NA	NA	0.000634300325428156	1.78051106728372	0.0434376442079422
YDR363WA	89	553.92	311.88	1.77606771835321	0.00264386593795528	0	-7.4	59.5468545469607	0.190928737164809	0	17	0.294117647058824	0.00204489160129643	21.0024883382923	1.65183892343461
YDR364C	455	14.23	35.8	0.397486033519553	0.000503459195129644	-2.1	NA	1.98498924193547	0.055446626869706	NA	NA	NA	0.000505285245134755	2.41082814707856	0.0468521496643985
YDR365C	628	84.8	129.78	0.653413468947449	0.000998563229756498	-1.6	NA	12.2369141610687	0.0942896760754253	NA	NA	NA	0.00103674204902344	8.73958874100157	0.348488428421851
YDR367W	221	58.08	88.19	0.658578070075972	0.000830734268458573	0	NA	7.94594124196663	0.0901002522050871	NA	NA	NA	0.000817711206168183	5.93885291315248	0.186779483802667
YDR368W	312	260.66	176.35	1.47808335696059	0.00251555341322953	-0.6	-5.6	35.9313818366979	0.203750393176626	0	52	0.423076923076923	0.00249489431770779	11.8756855792543	1.13956078732946
YDR369C	854	7.59	14.75	0.514576271186441	0.000652198196167024	-1	NA	1.06775404404473	0.0723901046809984	NA	NA	NA	0.00066012795486952	0.99328813322371	0.0252191255377358
YDR370C	442	12.9	36.3	0.355371900826446	0.000411253502533226	-1	NA	1.79604643207168	0.0494778631424706	NA	NA	NA	0.000411961415372632	2.44449893125564	0.0387322784460369
YDR371W	511	14.97	29.09	0.514609831557236	0.000740843603226416	-0.2	-6.8	2.04245572708537	0.0702116097313637	0	35	0.4	0.000727237840482278	1.95896622342222	0.0547936294576653
YDR372C	345	114.05	147.79	0.771703092225455	0.00112431016226656	0	NA	15.6946642877394	0.106195712076185	NA	NA	NA	0.00111317119329346	9.95241038705981	0.426105251796524
YDR373W	190	124.33	118.89	1.04575658171419	0.00128161955868863	-0.9	-12.4	15.4227941473053	0.129723224386452	0	94	0.361702127659574	0.00114384015073656	8.00623906162487	0.352225295964688
YDR374WA	89	65.96	71.89	0.917512866879955	0.000904047727622042	0	NA	7.04126593496568	0.0979449983998564	NA	NA	NA	0.00069435335955475	4.84118534897983	0.129288204280438
YDR375C	456	16.85	32.59	0.517029763731206	0.000711239674422384	0	-10.5	2.37077402252886	0.0727454440788236	0	17	0.294117647058824	0.000719988088072943	2.19466171266174	0.0607742419410084
YDR376W	493	27.1	43.33	0.625432725594277	0.00085952169410383	-1.3	NA	3.90079798072341	0.0900253399659222	NA	NA	NA	0.000890143639617689	2.91791015678531	0.0998984295014731
YDR377W	101	296.56	202.22	1.46652161012758	0.00262491511026682	-0.7	NA	32.4459867244441	0.160448950274177	NA	NA	NA	0.00206624948405389	13.6178119525762	1.08222295849821
YDR378C	86	275.59	230.05	1.19795696587698	0.00124899200629808	0	-14	30.0178542982947	0.130484043896086	0	19	0.263157894736842	0.000978802187859907	15.4919277998722	0.583212800949331
YDR379CA	79	37.56	22.43	1.67454302273741	0.00234086414316658	0	NA	3.56159233891655	0.158786996830876	NA	NA	NA	0.00159703309583633	1.51047137818358	0.0927797223566421
YDR379W	1009	10.75	22.92	0.469022687609075	0.000565692952760538	-1.4	NA	1.51558703463533	0.0661250887711748	NA	NA	NA	0.000573815489940777	1.54346874667711	0.0340640875031848
